sample_id,image_path,parchment_tone,ink_family,stroke_width_px,scan_gain,difficulty_tier,visual_variant,degradation_label,edge_bleed_score,reverse_showthrough_score,pigment_loss_score
raw_ms_01693,images/raw_ms_01693.png,warm,sepia,6,1.027,easy,standard,abrasion,0.0,0.0,0.885
raw_ms_01694,images/raw_ms_01694.png,foxed,iron_gall,5,1.055,easy,low_contrast,bleed_through,0.0,0.994,0.0
raw_ms_01695,images/raw_ms_01695.png,neutral,iron_gall,5,1.043,hard,mixed_artifact,stable_ink,0.0,0.09,0.052
raw_ms_01696,images/raw_ms_01696.png,cool,mixed,4,1.067,hard,low_contrast,stable_ink,0.0,0.062,0.035
raw_ms_01697,images/raw_ms_01697.png,cool,iron_gall,4,0.957,medium,standard,abrasion,0.0,0.028,0.65
raw_ms_01698,images/raw_ms_01698.png,foxed,sepia,7,1.083,medium,standard,feathering,0.766,0.0,0.024
raw_ms_01699,images/raw_ms_01699.png,foxed,carbon,9,1.139,medium,mixed_artifact,salt_bloom,0.033,0.0,0.183
raw_ms_01700,images/raw_ms_01700.png,cool,carbon,8,1.087,easy,standard,abrasion,0.0,0.0,0.947
raw_ms_01701,images/raw_ms_01701.png,foxed,carbon,6,0.98,hard,standard,stable_ink,0.0,0.0,0.071
raw_ms_01702,images/raw_ms_01702.png,foxed,sepia,5,1.028,hard,scanner_jitter,bleed_through,0.084,0.541,0.048
raw_ms_01703,images/raw_ms_01703.png,warm,carbon,9,0.89,medium,low_contrast,bleed_through,0.0,0.749,0.013
raw_ms_01704,images/raw_ms_01704.png,neutral,carbon,7,1.005,medium,standard,bleed_through,0.0,0.64,0.025
raw_ms_01705,images/raw_ms_01705.png,neutral,iron_gall,4,0.882,hard,low_contrast,stable_ink,0.0,0.0,0.048
raw_ms_01706,images/raw_ms_01706.png,cool,carbon,8,1.111,easy,standard,feathering,1.018,0.0,0.0
raw_ms_01707,images/raw_ms_01707.png,foxed,carbon,8,1.089,medium,scanner_jitter,bleed_through,0.0,0.517,0.036
raw_ms_01708,images/raw_ms_01708.png,foxed,mixed,4,1.11,medium,standard,abrasion,0.0,0.0,0.62
raw_ms_01709,images/raw_ms_01709.png,neutral,sepia,6,0.89,medium,standard,salt_bloom,0.02,0.0,0.29
raw_ms_01710,images/raw_ms_01710.png,cool,mixed,6,1.005,medium,standard,feathering,0.646,0.0,0.018
raw_ms_01711,images/raw_ms_01711.png,foxed,mixed,4,1.023,medium,standard,bleed_through,0.0,0.542,0.014
raw_ms_01712,images/raw_ms_01712.png,cool,sepia,7,0.884,medium,low_contrast,feathering,0.778,0.0,0.018
raw_ms_01713,images/raw_ms_01713.png,cool,sepia,7,1.029,medium,foxed_noise,abrasion,0.04,0.0,0.796
raw_ms_01714,images/raw_ms_01714.png,warm,sepia,7,0.872,medium,mixed_artifact,salt_bloom,0.0,0.0,0.215
raw_ms_01715,images/raw_ms_01715.png,warm,iron_gall,8,1.017,medium,standard,abrasion,0.028,0.0,0.67
raw_ms_01716,images/raw_ms_01716.png,cool,mixed,6,0.964,hard,low_contrast,salt_bloom,0.083,0.0,0.133
raw_ms_01717,images/raw_ms_01717.png,foxed,carbon,7,0.966,easy,standard,abrasion,0.0,0.0,1.173
raw_ms_01718,images/raw_ms_01718.png,neutral,iron_gall,4,1.005,medium,low_contrast,bleed_through,0.0,0.828,0.011
raw_ms_01719,images/raw_ms_01719.png,neutral,sepia,6,0.989,medium,low_contrast,abrasion,0.0,0.0,0.738
raw_ms_01720,images/raw_ms_01720.png,warm,sepia,4,1.096,easy,low_contrast,stable_ink,0.0,0.0,0.0
raw_ms_01721,images/raw_ms_01721.png,neutral,carbon,6,1.006,medium,standard,salt_bloom,0.0,0.026,0.229
raw_ms_01722,images/raw_ms_01722.png,cool,sepia,4,1.092,easy,standard,stable_ink,0.0,0.0,0.0
raw_ms_01723,images/raw_ms_01723.png,neutral,iron_gall,5,0.892,hard,low_contrast,abrasion,0.084,0.0,0.392
raw_ms_01724,images/raw_ms_01724.png,warm,sepia,9,1.097,easy,standard,abrasion,0.0,0.0,1.01
raw_ms_01725,images/raw_ms_01725.png,cool,iron_gall,6,1.041,hard,foxed_noise,feathering,0.366,0.083,0.083
raw_ms_01726,images/raw_ms_01726.png,warm,sepia,5,0.882,hard,mixed_artifact,stable_ink,0.0,0.077,0.077
raw_ms_01727,images/raw_ms_01727.png,neutral,carbon,7,1.047,easy,low_contrast,stable_ink,0.0,0.0,0.0
raw_ms_01728,images/raw_ms_01728.png,neutral,carbon,4,1.085,hard,foxed_noise,stable_ink,0.051,0.0,0.051
raw_ms_01729,images/raw_ms_01729.png,cool,iron_gall,9,0.862,easy,standard,stable_ink,0.0,0.0,0.0
raw_ms_01730,images/raw_ms_01730.png,neutral,mixed,8,0.977,medium,standard,feathering,0.645,0.0,0.013
raw_ms_01731,images/raw_ms_01731.png,cool,iron_gall,9,1.012,medium,low_contrast,abrasion,0.026,0.0,0.837
raw_ms_01732,images/raw_ms_01732.png,warm,sepia,9,1.099,medium,scanner_jitter,salt_bloom,0.039,0.0,0.185
raw_ms_01733,images/raw_ms_01733.png,warm,iron_gall,5,0.866,easy,low_contrast,abrasion,0.0,0.0,0.918
raw_ms_01734,images/raw_ms_01734.png,cool,iron_gall,8,0.97,easy,standard,stable_ink,0.0,0.0,0.0
raw_ms_01735,images/raw_ms_01735.png,warm,iron_gall,4,0.873,hard,standard,salt_bloom,0.073,0.0,0.107
raw_ms_01736,images/raw_ms_01736.png,neutral,carbon,9,1.036,medium,scanner_jitter,abrasion,0.0,0.0,0.5
raw_ms_01737,images/raw_ms_01737.png,foxed,mixed,9,0.992,medium,low_contrast,bleed_through,0.0,0.523,0.027
raw_ms_01738,images/raw_ms_01738.png,cool,iron_gall,4,1.017,medium,standard,salt_bloom,0.0,0.028,0.289
raw_ms_01739,images/raw_ms_01739.png,foxed,carbon,4,1.127,easy,standard,bleed_through,0.0,1.093,0.0
raw_ms_01740,images/raw_ms_01740.png,warm,carbon,6,1.024,easy,standard,salt_bloom,0.0,0.0,0.351
raw_ms_01741,images/raw_ms_01741.png,neutral,iron_gall,5,1.068,hard,low_contrast,bleed_through,0.062,0.559,0.036
raw_ms_01742,images/raw_ms_01742.png,warm,mixed,5,0.947,easy,standard,stable_ink,0.0,0.0,0.0
raw_ms_01743,images/raw_ms_01743.png,neutral,sepia,4,0.898,medium,foxed_noise,bleed_through,0.034,0.817,0.0
raw_ms_01744,images/raw_ms_01744.png,cool,iron_gall,6,1.0,hard,scanner_jitter,stable_ink,0.089,0.0,0.089
raw_ms_01745,images/raw_ms_01745.png,cool,carbon,6,1.042,medium,standard,bleed_through,0.0,0.665,0.019
raw_ms_01746,images/raw_ms_01746.png,foxed,sepia,5,1.142,medium,mixed_artifact,stable_ink,0.0,0.024,0.0
raw_ms_01747,images/raw_ms_01747.png,neutral,iron_gall,4,0.865,hard,foxed_noise,salt_bloom,0.063,0.0,0.087
raw_ms_01748,images/raw_ms_01748.png,cool,carbon,4,0.882,hard,low_contrast,salt_bloom,0.073,0.073,0.121
raw_ms_01749,images/raw_ms_01749.png,neutral,carbon,4,1.085,hard,scanner_jitter,stable_ink,0.06,0.0,0.034
raw_ms_01750,images/raw_ms_01750.png,neutral,iron_gall,7,0.93,medium,scanner_jitter,stable_ink,0.0,0.033,0.0
raw_ms_01751,images/raw_ms_01751.png,foxed,iron_gall,9,0.999,easy,standard,bleed_through,0.0,1.155,0.0
raw_ms_01752,images/raw_ms_01752.png,foxed,iron_gall,4,1.052,medium,scanner_jitter,stable_ink,0.0,0.0,0.019
raw_ms_01753,images/raw_ms_01753.png,foxed,carbon,9,0.983,easy,standard,feathering,0.896,0.0,0.0
raw_ms_01754,images/raw_ms_01754.png,warm,carbon,7,0.965,hard,low_contrast,abrasion,0.0,0.081,0.603
raw_ms_01755,images/raw_ms_01755.png,neutral,iron_gall,5,1.09,medium,mixed_artifact,abrasion,0.0,0.03,0.65
raw_ms_01756,images/raw_ms_01756.png,warm,iron_gall,9,0.914,medium,standard,stable_ink,0.0,0.0,0.016
raw_ms_01757,images/raw_ms_01757.png,neutral,iron_gall,6,1.103,hard,low_contrast,stable_ink,0.0,0.0,0.08
raw_ms_01758,images/raw_ms_01758.png,cool,sepia,4,0.954,medium,scanner_jitter,salt_bloom,0.0,0.0,0.254
raw_ms_01759,images/raw_ms_01759.png,neutral,carbon,8,0.963,easy,standard,salt_bloom,0.0,0.0,0.406
raw_ms_01760,images/raw_ms_01760.png,foxed,iron_gall,6,0.917,hard,low_contrast,stable_ink,0.0,0.051,0.051
raw_ms_01761,images/raw_ms_01761.png,foxed,iron_gall,6,1.028,medium,standard,feathering,0.635,0.038,0.0
raw_ms_01762,images/raw_ms_01762.png,neutral,mixed,4,0.865,easy,standard,salt_bloom,0.0,0.0,0.374
raw_ms_01763,images/raw_ms_01763.png,neutral,mixed,9,0.866,easy,standard,stable_ink,0.0,0.0,0.0
raw_ms_01764,images/raw_ms_01764.png,foxed,sepia,5,1.015,hard,standard,abrasion,0.058,0.0,0.259
raw_ms_01765,images/raw_ms_01765.png,cool,sepia,5,0.952,easy,standard,stable_ink,0.0,0.0,0.0
raw_ms_01766,images/raw_ms_01766.png,foxed,sepia,6,0.963,hard,mixed_artifact,abrasion,0.078,0.0,0.381
raw_ms_01767,images/raw_ms_01767.png,neutral,iron_gall,6,1.137,hard,low_contrast,salt_bloom,0.0,0.053,0.113
raw_ms_01768,images/raw_ms_01768.png,cool,iron_gall,6,1.04,hard,standard,abrasion,0.072,0.0,0.56
raw_ms_01769,images/raw_ms_01769.png,neutral,iron_gall,6,1.064,easy,standard,feathering,0.901,0.0,0.0
raw_ms_01770,images/raw_ms_01770.png,warm,sepia,4,0.892,easy,standard,abrasion,0.0,0.0,1.085
raw_ms_01771,images/raw_ms_01771.png,warm,carbon,5,1.046,hard,foxed_noise,abrasion,0.09,0.0,0.255
raw_ms_01772,images/raw_ms_01772.png,warm,carbon,7,0.959,easy,standard,stable_ink,0.0,0.0,0.0
raw_ms_01773,images/raw_ms_01773.png,neutral,iron_gall,7,0.896,medium,standard,feathering,0.621,0.021,0.0
raw_ms_01774,images/raw_ms_01774.png,warm,iron_gall,8,0.905,medium,low_contrast,feathering,0.753,0.0,0.016
raw_ms_01775,images/raw_ms_01775.png,warm,sepia,6,1.024,hard,low_contrast,abrasion,0.047,0.047,0.403
raw_ms_01776,images/raw_ms_01776.png,cool,sepia,4,0.887,hard,foxed_noise,feathering,0.562,0.086,0.086
raw_ms_01777,images/raw_ms_01777.png,foxed,iron_gall,8,1.015,easy,standard,salt_bloom,0.0,0.0,0.318
raw_ms_01778,images/raw_ms_01778.png,foxed,mixed,4,1.065,medium,standard,salt_bloom,0.0,0.03,0.28
raw_ms_01779,images/raw_ms_01779.png,neutral,iron_gall,4,0.892,medium,standard,abrasion,0.0,0.0,0.72
raw_ms_01780,images/raw_ms_01780.png,foxed,mixed,7,1.141,medium,foxed_noise,salt_bloom,0.0,0.019,0.234
raw_ms_01781,images/raw_ms_01781.png,neutral,mixed,4,1.054,medium,standard,salt_bloom,0.039,0.0,0.26
raw_ms_01782,images/raw_ms_01782.png,warm,sepia,7,1.12,medium,standard,abrasion,0.0,0.018,0.589
raw_ms_01783,images/raw_ms_01783.png,neutral,iron_gall,9,1.014,medium,standard,bleed_through,0.0,0.635,0.015
raw_ms_01784,images/raw_ms_01784.png,cool,iron_gall,5,1.003,easy,standard,stable_ink,0.0,0.0,0.0
raw_ms_01785,images/raw_ms_01785.png,neutral,iron_gall,4,1.143,hard,foxed_noise,abrasion,0.0,0.089,0.261
raw_ms_01786,images/raw_ms_01786.png,neutral,carbon,4,0.976,medium,foxed_noise,salt_bloom,0.023,0.0,0.18
raw_ms_01787,images/raw_ms_01787.png,foxed,carbon,9,0.994,medium,standard,salt_bloom,0.0,0.0,0.284
raw_ms_01788,images/raw_ms_01788.png,neutral,iron_gall,5,0.953,hard,foxed_noise,feathering,0.479,0.0,0.066
raw_ms_01789,images/raw_ms_01789.png,warm,carbon,5,1.04,medium,standard,feathering,0.596,0.0,0.033
raw_ms_01790,images/raw_ms_01790.png,neutral,iron_gall,5,1.142,hard,standard,bleed_through,0.082,0.302,0.047
raw_ms_01791,images/raw_ms_01791.png,foxed,iron_gall,8,1.008,medium,low_contrast,feathering,0.677,0.0,0.02
raw_ms_01792,images/raw_ms_01792.png,cool,sepia,5,0.938,medium,standard,salt_bloom,0.0,0.0,0.238
raw_ms_01793,images/raw_ms_01793.png,cool,iron_gall,7,1.143,medium,standard,stable_ink,0.0,0.0,0.015
raw_ms_01794,images/raw_ms_01794.png,warm,carbon,8,1.045,easy,low_contrast,bleed_through,0.0,1.072,0.0
raw_ms_01795,images/raw_ms_01795.png,foxed,iron_gall,7,0.875,hard,foxed_noise,salt_bloom,0.0,0.06,0.106
raw_ms_01796,images/raw_ms_01796.png,warm,sepia,8,0.957,medium,mixed_artifact,stable_ink,0.033,0.0,0.0
raw_ms_01797,images/raw_ms_01797.png,cool,iron_gall,9,1.104,medium,standard,feathering,0.534,0.0,0.023
raw_ms_01798,images/raw_ms_01798.png,warm,iron_gall,4,0.905,medium,standard,salt_bloom,0.0,0.03,0.293
raw_ms_01799,images/raw_ms_01799.png,warm,carbon,5,0.925,medium,standard,feathering,0.503,0.041,0.0
raw_ms_01800,images/raw_ms_01800.png,cool,sepia,7,1.135,medium,mixed_artifact,salt_bloom,0.0,0.029,0.176
raw_ms_01801,images/raw_ms_01801.png,warm,iron_gall,7,0.964,hard,foxed_noise,stable_ink,0.0,0.086,0.049
raw_ms_01802,images/raw_ms_01802.png,neutral,iron_gall,8,1.135,easy,standard,abrasion,0.0,0.0,1.136
raw_ms_01803,images/raw_ms_01803.png,warm,carbon,7,0.927,hard,low_contrast,stable_ink,0.0,0.0,0.085
raw_ms_01804,images/raw_ms_01804.png,warm,carbon,6,0.984,hard,mixed_artifact,abrasion,0.047,0.047,0.468
raw_ms_01805,images/raw_ms_01805.png,warm,iron_gall,5,1.103,hard,low_contrast,abrasion,0.057,0.0,0.453
raw_ms_01806,images/raw_ms_01806.png,warm,iron_gall,8,1.048,easy,standard,feathering,1.023,0.0,0.0
raw_ms_01807,images/raw_ms_01807.png,warm,sepia,6,0.922,medium,scanner_jitter,feathering,0.657,0.0,0.023
raw_ms_01808,images/raw_ms_01808.png,neutral,iron_gall,6,1.031,hard,low_contrast,bleed_through,0.084,0.412,0.048
raw_ms_01809,images/raw_ms_01809.png,cool,sepia,4,0.992,medium,standard,stable_ink,0.0,0.0,0.03
raw_ms_01810,images/raw_ms_01810.png,neutral,carbon,4,1.048,medium,standard,stable_ink,0.0,0.0,0.015
raw_ms_01811,images/raw_ms_01811.png,cool,sepia,8,1.122,medium,standard,feathering,0.568,0.0,0.024
raw_ms_01812,images/raw_ms_01812.png,foxed,sepia,6,0.949,hard,foxed_noise,stable_ink,0.046,0.0,0.026
raw_ms_01813,images/raw_ms_01813.png,neutral,iron_gall,7,0.985,hard,low_contrast,feathering,0.275,0.089,0.051
raw_ms_01814,images/raw_ms_01814.png,warm,iron_gall,5,1.0,medium,foxed_noise,salt_bloom,0.0,0.029,0.202
raw_ms_01815,images/raw_ms_01815.png,neutral,iron_gall,5,0.89,medium,foxed_noise,salt_bloom,0.0,0.0,0.278
raw_ms_01816,images/raw_ms_01816.png,warm,iron_gall,7,0.869,easy,standard,stable_ink,0.0,0.0,0.0
raw_ms_01817,images/raw_ms_01817.png,neutral,mixed,6,1.099,easy,standard,abrasion,0.0,0.0,0.888
raw_ms_01818,images/raw_ms_01818.png,warm,carbon,5,0.991,hard,mixed_artifact,stable_ink,0.0,0.049,0.049
raw_ms_01819,images/raw_ms_01819.png,neutral,sepia,6,0.926,medium,low_contrast,feathering,0.62,0.0,0.022
raw_ms_01820,images/raw_ms_01820.png,neutral,carbon,9,1.113,medium,scanner_jitter,bleed_through,0.0,0.845,0.03
raw_ms_01821,images/raw_ms_01821.png,warm,carbon,4,1.096,hard,mixed_artifact,feathering,0.604,0.0,0.077
raw_ms_01822,images/raw_ms_01822.png,cool,iron_gall,6,0.989,hard,foxed_noise,feathering,0.454,0.065,0.037
raw_ms_01823,images/raw_ms_01823.png,warm,sepia,8,1.075,easy,standard,feathering,0.951,0.0,0.0
raw_ms_01824,images/raw_ms_01824.png,neutral,mixed,8,0.867,easy,low_contrast,feathering,0.968,0.0,0.0
raw_ms_01825,images/raw_ms_01825.png,warm,sepia,8,1.143,medium,foxed_noise,stable_ink,0.0,0.0,0.035
raw_ms_01826,images/raw_ms_01826.png,foxed,iron_gall,6,0.887,hard,foxed_noise,bleed_through,0.049,0.309,0.049
raw_ms_01827,images/raw_ms_01827.png,warm,iron_gall,5,1.088,medium,low_contrast,salt_bloom,0.0,0.0,0.18
raw_ms_01828,images/raw_ms_01828.png,warm,carbon,4,1.022,hard,foxed_noise,stable_ink,0.062,0.062,0.0
raw_ms_01829,images/raw_ms_01829.png,cool,mixed,5,1.145,medium,standard,salt_bloom,0.018,0.0,0.193
raw_ms_01830,images/raw_ms_01830.png,neutral,iron_gall,6,1.062,hard,low_contrast,feathering,0.303,0.075,0.075
raw_ms_01831,images/raw_ms_01831.png,neutral,iron_gall,7,0.872,hard,foxed_noise,stable_ink,0.082,0.082,0.0
raw_ms_01832,images/raw_ms_01832.png,neutral,sepia,7,1.041,easy,standard,bleed_through,0.0,0.871,0.0
raw_ms_01833,images/raw_ms_01833.png,neutral,iron_gall,5,0.994,medium,foxed_noise,feathering,0.793,0.0,0.024
raw_ms_01834,images/raw_ms_01834.png,foxed,iron_gall,4,0.898,easy,standard,bleed_through,0.0,1.077,0.0
raw_ms_01835,images/raw_ms_01835.png,cool,carbon,9,1.142,medium,scanner_jitter,bleed_through,0.0,0.539,0.031
raw_ms_01836,images/raw_ms_01836.png,warm,carbon,5,1.025,hard,mixed_artifact,stable_ink,0.07,0.07,0.0
raw_ms_01837,images/raw_ms_01837.png,foxed,carbon,8,1.037,medium,low_contrast,abrasion,0.026,0.0,0.546
raw_ms_01838,images/raw_ms_01838.png,foxed,iron_gall,8,0.956,easy,standard,salt_bloom,0.0,0.0,0.39
raw_ms_01839,images/raw_ms_01839.png,cool,carbon,5,1.041,hard,foxed_noise,abrasion,0.0,0.079,0.527
raw_ms_01840,images/raw_ms_01840.png,warm,iron_gall,5,0.987,hard,scanner_jitter,bleed_through,0.0,0.31,0.073
raw_ms_01841,images/raw_ms_01841.png,neutral,iron_gall,5,0.98,medium,low_contrast,abrasion,0.028,0.0,0.648
raw_ms_01842,images/raw_ms_01842.png,neutral,iron_gall,5,1.087,medium,mixed_artifact,salt_bloom,0.0,0.0,0.198
raw_ms_01843,images/raw_ms_01843.png,neutral,iron_gall,5,1.114,medium,low_contrast,feathering,0.606,0.0,0.018
raw_ms_01844,images/raw_ms_01844.png,warm,mixed,5,0.864,medium,foxed_noise,stable_ink,0.0,0.0,0.028
raw_ms_01845,images/raw_ms_01845.png,neutral,iron_gall,8,0.89,medium,standard,bleed_through,0.0,0.731,0.019
raw_ms_01846,images/raw_ms_01846.png,neutral,sepia,5,1.008,medium,low_contrast,salt_bloom,0.0,0.025,0.225
raw_ms_01847,images/raw_ms_01847.png,neutral,sepia,8,0.988,easy,low_contrast,feathering,0.915,0.0,0.0
raw_ms_01848,images/raw_ms_01848.png,foxed,sepia,5,0.897,hard,scanner_jitter,stable_ink,0.0,0.06,0.034
raw_ms_01849,images/raw_ms_01849.png,neutral,iron_gall,7,0.867,hard,scanner_jitter,feathering,0.38,0.074,0.074
raw_ms_01850,images/raw_ms_01850.png,warm,iron_gall,5,1.054,easy,standard,stable_ink,0.0,0.0,0.0
raw_ms_01851,images/raw_ms_01851.png,warm,sepia,4,1.008,hard,low_contrast,stable_ink,0.0,0.0,0.052
raw_ms_01852,images/raw_ms_01852.png,cool,carbon,4,1.076,easy,standard,feathering,1.113,0.0,0.0
raw_ms_01853,images/raw_ms_01853.png,neutral,sepia,6,1.069,easy,standard,stable_ink,0.0,0.0,0.0
raw_ms_01854,images/raw_ms_01854.png,neutral,carbon,4,0.872,medium,standard,abrasion,0.0,0.037,0.684
raw_ms_01855,images/raw_ms_01855.png,foxed,iron_gall,5,1.107,medium,mixed_artifact,abrasion,0.0,0.0,0.858
raw_ms_01856,images/raw_ms_01856.png,foxed,sepia,9,0.972,easy,standard,salt_bloom,0.0,0.0,0.409
raw_ms_01857,images/raw_ms_01857.png,foxed,carbon,5,0.974,medium,standard,stable_ink,0.0,0.0,0.02
raw_ms_01858,images/raw_ms_01858.png,warm,carbon,8,0.97,medium,standard,salt_bloom,0.0,0.026,0.176
raw_ms_01859,images/raw_ms_01859.png,neutral,iron_gall,4,0.891,easy,low_contrast,stable_ink,0.0,0.0,0.0
raw_ms_01860,images/raw_ms_01860.png,warm,iron_gall,7,0.984,hard,low_contrast,abrasion,0.0,0.052,0.298
raw_ms_01861,images/raw_ms_01861.png,warm,iron_gall,9,0.964,easy,standard,abrasion,0.0,0.0,1.122
raw_ms_01862,images/raw_ms_01862.png,neutral,carbon,7,0.968,hard,mixed_artifact,bleed_through,0.0,0.268,0.08
raw_ms_01863,images/raw_ms_01863.png,warm,iron_gall,4,0.896,easy,standard,bleed_through,0.0,0.945,0.0
raw_ms_01864,images/raw_ms_01864.png,warm,sepia,4,0.866,easy,standard,salt_bloom,0.0,0.0,0.338
raw_ms_01865,images/raw_ms_01865.png,warm,mixed,9,0.903,medium,standard,feathering,0.79,0.03,0.0
raw_ms_01866,images/raw_ms_01866.png,warm,sepia,8,0.992,medium,scanner_jitter,feathering,0.641,0.0,0.022
raw_ms_01867,images/raw_ms_01867.png,warm,sepia,6,1.129,hard,low_contrast,salt_bloom,0.047,0.0,0.213
raw_ms_01868,images/raw_ms_01868.png,foxed,mixed,8,0.967,easy,standard,salt_bloom,0.0,0.0,0.392
raw_ms_01869,images/raw_ms_01869.png,warm,iron_gall,8,1.008,medium,low_contrast,salt_bloom,0.0,0.0,0.171
raw_ms_01870,images/raw_ms_01870.png,cool,iron_gall,5,1.149,medium,foxed_noise,salt_bloom,0.0,0.0,0.169
raw_ms_01871,images/raw_ms_01871.png,warm,iron_gall,4,1.033,easy,standard,bleed_through,0.0,1.051,0.0
raw_ms_01872,images/raw_ms_01872.png,foxed,carbon,9,1.115,easy,low_contrast,bleed_through,0.0,0.868,0.0
raw_ms_01873,images/raw_ms_01873.png,warm,sepia,9,1.132,easy,standard,bleed_through,0.0,1.023,0.0
raw_ms_01874,images/raw_ms_01874.png,warm,iron_gall,8,0.968,medium,standard,bleed_through,0.0,0.515,0.029
raw_ms_01875,images/raw_ms_01875.png,cool,iron_gall,6,1.051,medium,foxed_noise,abrasion,0.0,0.039,0.575
raw_ms_01876,images/raw_ms_01876.png,warm,iron_gall,4,0.923,easy,standard,abrasion,0.0,0.0,1.05
raw_ms_01877,images/raw_ms_01877.png,warm,sepia,7,0.942,medium,scanner_jitter,abrasion,0.0,0.024,0.627
raw_ms_01878,images/raw_ms_01878.png,neutral,mixed,6,1.045,hard,foxed_noise,abrasion,0.089,0.089,0.518
raw_ms_01879,images/raw_ms_01879.png,neutral,sepia,9,1.147,medium,low_contrast,stable_ink,0.038,0.0,0.0
raw_ms_01880,images/raw_ms_01880.png,warm,carbon,4,1.138,easy,standard,salt_bloom,0.0,0.0,0.338
raw_ms_01881,images/raw_ms_01881.png,warm,iron_gall,7,0.91,hard,standard,stable_ink,0.0,0.09,0.052
raw_ms_01882,images/raw_ms_01882.png,neutral,sepia,4,0.951,easy,standard,stable_ink,0.0,0.0,0.0
raw_ms_01883,images/raw_ms_01883.png,neutral,mixed,4,0.974,medium,standard,salt_bloom,0.0,0.0,0.203
raw_ms_01884,images/raw_ms_01884.png,warm,mixed,7,1.107,hard,low_contrast,salt_bloom,0.0,0.055,0.212
raw_ms_01885,images/raw_ms_01885.png,cool,mixed,4,1.029,easy,standard,salt_bloom,0.0,0.0,0.351
raw_ms_01886,images/raw_ms_01886.png,cool,sepia,7,0.962,medium,low_contrast,salt_bloom,0.021,0.0,0.22
raw_ms_01887,images/raw_ms_01887.png,neutral,sepia,5,0.906,medium,standard,feathering,0.525,0.0,0.018
raw_ms_01888,images/raw_ms_01888.png,warm,iron_gall,4,0.894,hard,standard,salt_bloom,0.06,0.0,0.185
raw_ms_01889,images/raw_ms_01889.png,foxed,mixed,5,0.914,medium,standard,stable_ink,0.031,0.0,0.0
raw_ms_01890,images/raw_ms_01890.png,neutral,carbon,6,0.912,hard,standard,stable_ink,0.0,0.063,0.036
raw_ms_01891,images/raw_ms_01891.png,neutral,sepia,5,0.904,easy,standard,feathering,0.968,0.0,0.0
raw_ms_01892,images/raw_ms_01892.png,neutral,carbon,4,0.951,hard,foxed_noise,feathering,0.464,0.0,0.079
raw_ms_01893,images/raw_ms_01893.png,warm,sepia,5,1.13,easy,low_contrast,bleed_through,0.0,1.027,0.0
raw_ms_01894,images/raw_ms_01894.png,neutral,carbon,9,1.088,easy,standard,abrasion,0.0,0.0,1.076
raw_ms_01895,images/raw_ms_01895.png,neutral,carbon,7,0.926,medium,scanner_jitter,feathering,0.82,0.0,0.035
raw_ms_01896,images/raw_ms_01896.png,cool,mixed,5,1.067,medium,mixed_artifact,abrasion,0.0,0.025,0.766
raw_ms_01897,images/raw_ms_01897.png,warm,iron_gall,7,1.098,easy,standard,abrasion,0.0,0.0,1.062
raw_ms_01898,images/raw_ms_01898.png,warm,carbon,4,1.046,medium,low_contrast,stable_ink,0.0,0.039,0.0
raw_ms_01899,images/raw_ms_01899.png,neutral,sepia,4,1.104,hard,mixed_artifact,stable_ink,0.0,0.069,0.04
raw_ms_01900,images/raw_ms_01900.png,cool,iron_gall,8,0.995,easy,low_contrast,bleed_through,0.0,1.067,0.0
raw_ms_01901,images/raw_ms_01901.png,foxed,carbon,6,1.149,medium,low_contrast,feathering,0.503,0.0,0.014
raw_ms_01902,images/raw_ms_01902.png,warm,iron_gall,5,0.861,medium,standard,bleed_through,0.0,0.836,0.024
raw_ms_01903,images/raw_ms_01903.png,warm,iron_gall,9,1.113,medium,foxed_noise,abrasion,0.032,0.0,0.717
raw_ms_01904,images/raw_ms_01904.png,neutral,sepia,5,1.117,hard,mixed_artifact,salt_bloom,0.049,0.0,0.209
raw_ms_01905,images/raw_ms_01905.png,neutral,carbon,9,1.037,medium,mixed_artifact,stable_ink,0.0,0.0,0.029
raw_ms_01906,images/raw_ms_01906.png,foxed,carbon,7,0.969,hard,scanner_jitter,bleed_through,0.077,0.529,0.044
raw_ms_01907,images/raw_ms_01907.png,warm,sepia,7,0.923,medium,standard,bleed_through,0.041,0.56,0.0
raw_ms_01908,images/raw_ms_01908.png,foxed,carbon,8,0.931,medium,standard,salt_bloom,0.023,0.0,0.203
raw_ms_01909,images/raw_ms_01909.png,neutral,carbon,5,1.097,medium,low_contrast,stable_ink,0.0,0.0,0.031
raw_ms_01910,images/raw_ms_01910.png,cool,carbon,4,0.884,medium,standard,abrasion,0.034,0.0,0.73
raw_ms_01911,images/raw_ms_01911.png,warm,sepia,5,1.108,hard,scanner_jitter,abrasion,0.0,0.056,0.562
raw_ms_01912,images/raw_ms_01912.png,warm,iron_gall,7,0.886,easy,standard,bleed_through,0.0,1.153,0.0
raw_ms_01913,images/raw_ms_01913.png,foxed,sepia,4,0.869,easy,standard,abrasion,0.0,0.0,0.855
raw_ms_01914,images/raw_ms_01914.png,foxed,mixed,4,0.86,hard,standard,bleed_through,0.072,0.435,0.041
raw_ms_01915,images/raw_ms_01915.png,neutral,sepia,7,1.061,medium,scanner_jitter,feathering,0.69,0.0,0.01
raw_ms_01916,images/raw_ms_01916.png,cool,carbon,8,0.961,medium,foxed_noise,stable_ink,0.0,0.0,0.011
